44.52098000	33.29235000	 0	56
44.13856000	33.30021000	1474	53
44.30139000	33.34473000	14415	54
43.32302000	33.43076000	26260	65
44.24789000	33.70048000	47409	94
44.25812000	33.72777000	61668	94
43.92679000	34.85070000	69190	231
43.21591000	36.29639000	69924	384
44.36556000	33.10043000	102601	35
44.35464000	33.12834000	105988	35
43.66856000	33.21498000	127767	28
43.52101000	33.48288000	129729	67
43.28420000	33.43564000	230017	65
43.25687000	33.45781000	241985	65
42.84066000	33.62528000	272696	81
44.49999000	33.76940000	284454	96
43.95513000	34.86888000	325565	231
44.34925000	33.12795000	376556	35
43.81516000	33.33182000	387350	50
43.53431000	33.40232000	403236	47
44.24848000	33.00597000	501766	14
44.36043000	32.93688000	614299	15
44.51378000	33.23550000	618268	36
44.30262000	33.40088000	637673	54
43.31853000	33.44062000	642197	65
43.43386000	33.48722000	646728	66
43.88642000	34.19826000	654346	150
43.87779000	35.24509000	669396	270
43.88210000	35.25144000	676218	270
43.90174000	35.26154000	687043	271
44.38774000	35.47270000	687602	295
44.12154000	33.28385000	732455	53
44.66318000	33.47302000	747283	78
44.35438000	33.98597000	750729	135
44.45938000	33.00580000	868712	16
44.28324000	33.20822000	871490	34
43.71041000	33.40437000	872786	49
43.44926000	33.40805000	896203	46
43.79692000	34.46164000	906211	190
43.42011000	35.13559000	911874	246
44.37209000	32.94954000	1123299	15
44.37864000	33.22227000	1128868	35
44.28687000	33.28593000	1152217	54
44.28335000	33.32638000	1152643	54
44.37991000	33.49737000	1159588	75
44.23506000	33.50396000	1165223	74
44.60479000	33.75805000	1170873	97
43.87033000	34.18369000	1173664	150
43.68290000	34.54739000	1189601	189
43.33178000	36.18899000	1196789	385
43.56949000	33.20378000	1213015	28
43.57515000	33.20574000	1218957	28
44.26174000	33.23886000	1235763	34
44.29665000	33.27505000	1239439	54
44.19001000	33.30850000	1268174	53
44.21679000	33.32057000	1269539	54
44.29943000	33.33099000	1270237	54
43.68352000	33.34763000	1281424	49
43.29816000	33.43674000	1282869	65
44.52128000	33.82450000	1283578	116
44.25244000	33.04388000	1397427	14
44.26581000	33.04676000	1404887	14
43.51335000	33.39540000	1421440	47
43.26632000	33.41555000	1453589	45
44.61566000	33.74185000	1454977	97
44.60698000	33.75175000	1458709	97
44.18712000	33.31100000	1479116	53
44.20020000	33.31316000	1484152	53
44.30053000	33.32738000	1500768	54
43.63117000	33.44492000	1532838	68
44.17356000	33.01605000	1570432	13
44.30301000	33.09640000	1577629	34
44.19438000	33.30329000	1589740	53
44.13845000	33.31103000	1598412	53
44.38925000	33.39279000	1610493	55
44.52229000	33.62238000	1613492	96
44.05463000	34.00488000	1635805	132
43.99795000	34.03600000	1638185	132
44.17506000	33.30226000	1649067	53
44.18696000	33.30468000	1653305	53
44.37316000	33.38730000	1654033	55
44.64914000	33.74015000	1693328	98
44.50963000	33.78206000	1713596	116
44.17256000	32.93911000	1761797	13
44.28905000	33.28583000	1771270	54
43.38530000	33.45540000	1789314	66
44.61458000	33.74185000	1803744	97
44.48977000	33.85323000	1812216	116
44.38722000	33.19963000	1820671	35
44.05923000	33.28610000	1838092	52
44.19422000	33.32133000	1850800	53
44.33461000	33.64866000	1860874	95
44.60588000	33.75715000	1874073	97
44.22756000	33.07259000	1994033	14
44.30723000	33.29495000	1994985	54
44.30614000	33.29765000	2008601	54
44.18946000	33.32514000	2023951	53
44.44866000	33.68981000	2025040	96
44.53747000	33.82727000	2031641	117
44.35691000	33.98429000	2038864	135
43.67957000	34.58577000	2048621	189
44.45632000	33.02153000	2088089	16
44.39146000	33.24578000	2104657	35
43.40406000	33.46294000	2116856	66
43.36313000	33.47098000	2137504	66
43.36792000	33.50260000	2146589	66
44.62746000	33.75993000	2150994	97
44.45632000	33.02153000	2179248	16
44.38161000	33.22715000	2180704	35
44.30777000	33.22731000	2187944	34
44.39146000	33.24578000	2188378	35
44.30227000	33.28989000	2188804	54
43.53032000	33.38379000	2196811	47
43.40406000	33.46294000	2197717	66
43.36313000	33.47098000	2199120	66
43.36792000	33.50260000	2201499	66
44.61357000	33.72651000	2211971	97
44.62746000	33.75993000	2217014	97
43.90684000	34.21378000	2229917	151
44.66505000	34.82574000	2243143	238
44.42675000	33.24893000	2251574	36
44.28244000	33.30654000	2271692	54
43.53213000	33.41718000	2277519	47
44.25203000	33.72034000	2291655	94
44.54826000	33.83182000	2312415	117
