29.83227578	-95.41601812	       0	44
29.72962727	-95.51474186	    7793	23
29.79679248	-95.41224134	   58468	44
29.74157653	-95.57654522	   62111	32
29.78071856	-95.32505961	   86565	36
29.73286827	-95.50618732	   92517	23
29.75508584	-95.35586757	   93464	35
29.66538560	-95.48087053	  112559	14
29.79679248	-95.41224134	  158512	44
29.83976067	-95.39749082	  161485	45
29.78758364	-95.46968899	  167476	34
29.64706913	-95.54598298	  229498	13
29.79017438	-95.37210839	  231367	35
29.77063261	-95.64103687	  232100	32
29.74057000	-95.34093487	  232863	35
29.65409150	-95.34848858	  233575	15
29.84357272	-95.42266864	  233854	44
29.85092543	-95.51538838	  234159	53
29.74931976	-95.37094773	  234700	35
29.76979295	-95.39147764	  235011	35
29.76553807	-95.28115251	  236152	36
29.75846668	-95.34743502	  236605	35
29.61164812	-95.28561732	  237081	 6
29.60837940	-95.27453608	  237279	 6
29.88507585	-95.45626100	  237685	54
29.74225499	-95.53085648	  237990	33
29.97914128	-95.24841314	  237992	77
29.81321131	-95.34826672	  238438	45
29.77109484	-95.64096471	  238653	32
29.84580782	-95.30763683	  239495	46
29.83917071	-95.35106042	  239960	45
30.06393091	-95.21997318	  240018	97
29.80033694	-95.70401002	  240089	41
29.80033307	-95.68846902	  240115	41
29.88114130	-95.29022662	  240519	56
29.90553727	-95.29461803	  240645	66
29.86467475	-95.29088405	  242572	56
29.71203228	-95.31964116	  242947	26
29.65548715	-95.57082371	  244250	12
29.87652787	-95.29500529	  244707	56
29.62088395	-95.31186685	  245069	 6
29.63578221	-95.24375155	  245270	17
29.73672486	-95.37205502	  245704	25
29.83917071	-95.35106042	  245771	45
29.86497534	-95.29041311	  246291	56
29.87393829	-95.33509587	  247190	55
29.85287154	-95.27534099	  248450	56
29.77738194	-95.29151917	  249644	36
29.80054227	-95.70049567	  249754	41
29.88906308	-95.29672233	  250231	56
29.79420468	-95.25809179	  251602	46
29.85128597	-95.43791227	  251963	54
29.87399456	-95.43212353	  252470	54
30.06360610	-95.13248996	  254354	98
29.70077113	-95.33241220	  255796	25
29.88432722	-95.29429499	  257993	56
29.88204291	-95.29369274	  258902	56
29.88852180	-95.29559202	  259225	56
29.88852699	-95.29521275	  262193	56
29.77799229	-95.43439482	  263212	34
29.87961398	-95.31102742	  264142	56
29.83384780	-95.60489117	  274369	42
